user_id,followers,friends,friend_requests,posts,account_age_days,profile_complete,verified,fraud
392,1241,746,554,425,308,0,1,1
393,1248,368,238,212,832,0,0,0
394,1994,1493,622,208,460,0,1,1
395,433,411,1,406,541,1,1,0
396,1871,380,259,305,1536,0,1,0
397,21,1449,586,344,975,0,0,1
398,1610,838,935,498,951,1,0,1
399,1839,758,926,200,980,0,0,1
400,184,1230,666,239,1119,1,1,0
401,681,835,24,48,1400,1,0,0
402,353,162,189,165,515,0,0,0
403,0,461,671,114,1748,1,0,1
404,177,890,948,232,1947,1,0,0
405,1206,1172,727,184,1135,1,0,1
406,1217,145,863,465,1431,0,1,1
407,1590,1235,884,487,700,1,0,1
408,1171,782,343,411,1442,0,0,1
409,171,1381,506,281,345,0,0,1
410,1466,920,434,80,718,1,1,0
411,1224,69,665,169,1839,0,0,1
412,781,1451,821,170,395,1,0,1
413,1197,1199,77,334,906,0,0,1
414,1508,1366,970,340,1247,1,0,1
415,1600,758,877,281,90,1,0,0
416,1075,129,680,329,808,1,0,0
417,1232,1123,505,0,389,1,0,1
418,1105,370,608,381,1680,1,1,0
419,496,216,192,29,1679,1,1,0
420,1999,474,266,420,284,0,0,1
421,1438,801,652,224,591,0,1,0
422,870,1425,532,383,1519,0,0,1
423,972,663,105,251,9,0,1,0
424,1834,916,443,291,1214,1,1,0
425,276,1466,556,63,558,0,1,1
426,1439,1309,264,425,671,1,0,1
427,1607,718,364,81,1096,1,1,0
428,1761,1007,921,334,1000,1,1,0
429,1846,201,41,74,1774,0,0,0
430,1396,986,73,74,22,1,0,0
431,1802,601,726,382,998,0,0,1
432,1712,398,817,418,1794,0,1,1
433,580,863,753,468,539,1,1,0
434,1882,128,204,199,1810,1,0,0
435,357,1272,63,68,1712,1,0,0
436,1909,139,249,270,839,0,0,0
437,1744,1302,564,274,1504,1,1,0
438,1039,240,627,32,1646,1,1,0
439,1883,386,540,314,1029,1,0,0
440,1343,842,524,282,1287,0,1,0
441,80,489,719,254,867,1,1,0
442,1748,1198,552,342,1630,0,0,1
443,998,603,823,497,478,1,1,0
444,93,1279,559,265,91,0,0,1
445,1662,481,562,496,1079,0,0,1
446,870,1087,585,288,141,0,1,1
447,1368,594,673,107,650,0,1,0
448,891,985,110,422,153,0,1,0
449,1648,256,667,325,6,0,1,1
450,1012,448,75,228,1880,0,1,0
451,1176,9,287,47,1516,1,1,0
452,1114,1259,145,156,758,0,0,1
453,96,235,2,238,887,0,1,0
454,1280,22,278,65,277,1,0,0
455,430,864,684,367,345,1,1,0
456,142,527,31,213,135,1,1,0
457,1886,1475,225,139,1090,0,1,0
458,432,523,817,360,803,1,0,0
459,106,286,595,159,1447,0,1,0
460,1467,103,302,41,59,1,1,0
461,29,577,175,147,1028,0,1,0
462,240,408,303,367,1806,0,0,0
463,1813,230,185,11,98,0,0,0
464,1130,1053,843,201,830,0,1,1
465,411,595,740,170,27,1,0,1
466,1873,622,553,413,1115,1,1,0
467,347,1476,188,494,1155,0,1,1
468,1614,1066,437,313,785,1,0,0
469,564,826,991,180,1135,0,0,1
470,1895,677,591,44,1175,0,1,0
471,1433,57,636,194,340,1,1,0
472,163,813,267,229,147,0,0,0
473,990,1036,970,239,1038,1,1,0
474,1001,699,929,419,1494,1,0,1
475,536,59,658,175,1507,1,0,0
476,1953,306,460,5,352,1,0,0
477,1255,1354,872,155,567,0,0,1
478,1912,1372,404,101,881,0,1,0
479,864,176,158,333,510,0,1,0
480,414,811,296,27,1742,1,1,0
481,1756,916,453,147,1959,0,1,0
482,962,1274,233,290,1276,0,1,0
483,231,676,539,414,1741,0,0,1
484,1212,1459,17,455,273,1,1,0
485,1307,172,345,361,1089,1,1,0
486,1814,549,200,234,166,0,1,0
487,202,6,279,417,913,1,1,0
488,1159,751,193,365,1947,1,0,0
489,995,139,534,323,1312,1,1,0
490,800,53,760,262,1650,0,1,0
491,275,81,503,209,859,1,0,0
492,1455,1228,128,188,1078,0,1,0
493,979,1265,563,339,435,1,0,1
494,1956,615,663,106,1255,0,1,0
495,653,771,634,346,147,0,1,0
496,1285,113,404,309,1475,0,1,0
497,1332,504,381,56,939,1,1,0
498,364,1068,219,31,1037,1,0,0
499,1787,881,972,403,1101,0,0,1
500,1539,1327,227,389,705,0,0,1
501,1361,109,54,352,336,0,1,0
502,1,479,803,182,1482,1,0,1
503,725,1186,664,336,397,0,1,1
504,1333,777,1,500,905,0,1,0
505,1632,1378,552,189,1111,1,0,1
506,721,760,90,437,459,0,1,0
507,261,1277,709,188,1874,0,1,1
508,883,1294,760,209,610,1,0,1
509,388,1067,35,163,1286,0,0,1
510,175,66,156,73,1842,1,0,0
511,271,1491,372,320,246,1,0,0
512,1775,1474,428,78,974,0,0,1
513,729,854,841,165,985,0,0,1
514,896,482,950,430,771,1,0,1
515,1392,760,59,43,955,0,0,0
516,0,1274,193,259,1698,0,1,1
517,10,101,171,436,440,1,1,0
518,1422,580,462,303,580,1,0,0
519,144,548,186,200,50,0,1,0
520,438,1218,341,84,804,1,0,0
521,21,1253,749,254,1292,0,0,1
522,1022,44,342,407,1507,0,0,1
523,1230,625,717,338,1887,1,0,0
524,886,427,867,356,569,0,1,0
525,901,456,415,327,1727,1,1,0
526,1402,1237,207,86,283,0,0,1
527,1034,1315,972,425,1914,1,1,1
528,660,742,371,76,339,1,0,0
529,1985,543,626,446,184,1,1,0
530,539,206,175,239,818,1,0,0
531,1766,244,968,324,1049,0,0,1
532,779,661,952,490,1608,1,1,0
533,559,954,255,30,1830,0,0,0
534,1030,1354,69,155,431,0,0,1
535,397,191,765,382,1434,0,0,1
536,229,413,495,266,73,1,0,0
537,1518,1454,634,195,1039,0,1,1
538,725,646,831,290,147,1,1,0
539,1074,876,444,44,1119,1,1,0
540,508,338,732,465,1852,0,1,1
541,429,58,682,163,591,1,0,0
542,1219,563,482,391,969,1,1,0
543,1299,545,504,441,1863,1,0,1
544,99,576,739,441,1904,1,0,1
545,1897,609,553,190,915,0,0,1
546,995,448,88,277,578,0,0,0
547,25,482,283,497,547,1,0,0
548,1959,527,738,192,31,1,0,0
549,569,830,493,204,64,1,0,0
550,1671,1143,314,64,229,1,0,0
551,837,867,597,106,1523,0,1,0
552,492,145,216,28,131,0,1,0
553,437,1078,33,358,1300,0,1,0
554,791,69,641,408,848,1,1,0
555,1910,600,907,169,1909,1,0,0
556,1413,1168,355,203,1546,1,0,0
557,1595,643,125,262,52,1,0,0
558,1183,858,712,234,1574,1,1,0
559,647,1116,179,34,1999,0,0,1
560,1150,1197,497,158,1235,0,1,0
561,1063,1403,719,195,707,0,1,1
562,1823,1441,826,423,949,1,1,1
563,716,765,125,45,1420,0,0,0
564,842,230,415,158,370,1,0,0
565,952,1091,230,305,1560,0,1,0
566,439,632,83,290,1841,1,1,0
567,641,1182,337,188,1760,0,1,0
568,1146,590,497,175,1398,0,1,0
569,1256,676,248,175,1321,1,1,0
570,810,874,761,91,1334,1,0,0
571,1840,46,183,89,993,1,1,0
572,1184,69,975,272,1361,0,1,0
573,1552,987,575,470,433,1,1,0
574,165,216,761,136,367,1,0,0
575,4,1054,869,18,1827,0,1,1
576,1672,1344,764,119,778,0,0,1
577,1138,620,332,123,1244,0,1,0
578,248,140,272,386,472,1,1,0
579,1505,1262,722,133,578,1,0,1
580,956,399,389,340,1375,0,0,0
581,1546,591,176,170,226,0,1,0
582,85,1190,759,118,1544,1,1,0
583,836,1039,168,275,251,0,0,1
584,595,562,431,441,1145,1,1,0
585,440,203,156,363,957,1,0,0
586,661,206,245,499,1833,0,0,1
587,1406,243,608,177,547,1,1,0
588,1332,905,253,465,141,1,1,0
589,378,1067,872,390,600,1,1,0
590,633,1477,111,255,434,0,1,0
591,1281,38,919,493,393,0,0,1
592,881,1152,915,156,555,1,1,0
593,1295,1384,245,296,1279,0,1,0
594,187,570,327,269,1277,1,1,0
595,630,270,725,234,1639,0,0,1
596,187,496,853,219,1975,0,1,0
597,316,645,37,329,1289,0,0,0
598,1648,1271,442,230,778,1,0,0
599,588,619,462,464,1480,1,1,0
600,1451,7,196,141,964,0,1,0
601,37,250,935,103,1806,1,1,0
602,1063,794,865,103,991,1,1,0
603,871,1185,808,214,461,0,0,1
604,1131,383,45,16,170,1,0,0
605,137,458,957,156,829,0,0,1
606,1337,582,914,128,113,1,1,0
607,1020,956,345,246,1135,1,1,0
608,474,553,619,344,1713,0,1,0
609,64,186,19,387,1825,1,1,0
610,1057,451,357,202,1828,1,0,0
611,1208,1082,565,431,916,0,0,1
612,358,63,89,279,752,0,0,0
613,1344,1175,978,411,329,0,1,1
614,1059,1420,608,487,1707,1,0,1
615,1895,1474,500,82,583,1,1,0
616,717,321,357,351,73,0,1,0
617,676,719,636,494,1263,1,0,1
618,1819,844,530,288,1625,1,1,0
619,504,476,284,491,798,1,1,0
620,764,389,120,102,939,0,0,0
621,1778,241,317,98,1741,1,1,0
622,1550,972,518,290,1843,1,0,0
623,935,878,879,156,1468,1,0,0
624,1417,674,455,436,1148,0,1,0
625,691,1018,76,200,1715,0,1,0
626,1647,761,99,76,548,1,1,0
627,1666,467,851,473,1389,0,1,1
628,904,1283,387,232,1448,0,1,0
629,968,1171,398,99,493,1,0,0
630,340,731,183,110,1666,0,1,0
631,1758,1344,840,110,1688,0,0,1
632,294,1321,957,174,1891,0,1,1
633,1172,164,549,77,243,0,0,1
634,1219,1163,459,81,1837,0,1,0
635,1366,649,905,136,316,1,0,0
636,529,905,124,141,280,0,0,0
637,394,1215,299,364,1582,1,0,0
638,1756,259,387,6,1240,0,0,0
639,1698,585,222,185,1151,0,0,0
640,1868,770,757,339,262,1,1,0
641,341,52,863,392,919,1,1,0
642,1563,564,849,107,1064,1,1,0
643,1033,861,125,469,156,1,0,0
644,946,565,236,89,99,0,1,0
645,1979,1309,576,122,219,0,0,1
646,1226,32,950,17,1937,1,1,0
647,1127,581,377,6,1200,1,1,0
648,1933,7,390,331,1243,0,0,0
649,13,94,400,201,129,1,1,0
650,303,241,41,363,851,0,1,0
651,866,905,874,257,1429,0,1,0
652,964,1343,123,288,1673,1,0,0
653,940,88,32,469,1055,1,1,0
654,1478,1282,922,287,67,1,0,1
655,529,1228,734,383,1262,1,0,1
656,1213,185,602,49,503,0,0,1
657,1566,56,38,177,329,0,1,0
658,1686,1005,825,314,249,0,0,1
659,1801,1408,112,259,390,0,1,0
660,1790,1457,491,234,1240,0,0,1
661,1486,535,180,122,1122,0,0,0
662,1616,792,282,430,1463,1,0,0
663,570,1269,733,54,1489,0,0,1
664,631,1142,82,258,438,1,1,0
665,1057,1025,70,347,137,1,0,0
666,1831,1058,399,346,768,0,1,0
667,1826,529,39,224,496,0,0,0
668,1082,413,37,371,477,1,1,0
669,1049,1258,294,10,1085,1,0,0
670,1675,685,416,413,1450,1,1,0
671,689,682,352,107,1526,0,1,0
672,1679,490,107,322,1253,0,1,0
673,1302,1014,475,140,599,1,0,0
674,1980,1000,701,283,1323,0,0,1
675,556,1048,731,315,1421,1,0,1
676,1020,468,202,201,979,1,0,0
677,229,720,163,137,591,1,1,0
678,798,1191,298,140,1169,1,1,0
679,1277,836,36,57,1180,1,0,0
680,1518,326,905,71,75,1,0,0
681,990,601,731,468,527,0,1,1
682,359,1449,374,381,358,1,0,0
683,360,820,395,244,817,0,0,0
684,749,120,112,323,370,1,1,0
685,321,1068,213,84,1014,1,0,0
686,1538,534,361,10,1163,0,0,0
687,1940,1299,431,455,425,1,1,0
688,1853,988,406,162,1591,0,1,0
689,1143,173,468,487,1671,1,0,0
690,771,1354,403,323,702,1,1,0
691,1384,913,25,360,334,0,1,0
692,15,1302,240,122,1595,1,1,0
693,390,840,285,171,967,1,1,0
694,1527,662,735,421,1623,0,0,1
695,277,1327,162,279,794,1,0,0
696,1110,1120,20,18,1222,1,1,0
697,12,1353,818,495,1601,1,0,1
698,109,960,436,486,1273,0,1,0
699,845,800,265,434,323,1,0,0
700,1777,229,613,149,1542,1,1,0
701,1048,697,783,89,1525,0,0,1
702,671,1302,213,151,997,1,0,0
703,32,60,618,78,1598,1,1,0
704,1647,1107,180,246,1670,0,1,0
705,1481,1105,382,224,3,1,1,0
706,0,749,307,197,310,1,1,0
707,1014,354,179,357,535,0,1,0
708,99,740,800,318,674,1,0,0
709,970,1108,817,418,942,1,1,1
710,1571,313,189,98,1016,0,0,0
711,1620,1343,931,39,1661,0,1,1
712,942,1245,910,407,310,0,1,1
713,315,755,278,303,1082,1,0,0
714,1286,1325,570,304,1768,1,1,0
715,1047,370,46,289,1725,1,1,0
716,311,809,465,464,1842,0,1,0
717,1621,1156,617,93,1620,1,1,0
718,972,740,407,479,1073,1,1,0
719,683,812,894,365,70,0,1,0
